epoch,train_r2,validation_r2,train_rmse,validation_rmse,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0,0,81.9111710416,76.15775670442244,0.14,0.001,264,523,784,1043,1301,1561,1820,2082,2342,2599,2859,3119,3379,3638,3899
1,0.04275475605479584,0.04616293491520895,74.98585478587778,68.20269365556612,0.16,0.001,264,523,784,1044,1301,1560,1821,2083,2341,2599,2858,3118,3378,3638,3899
2,0.050221120803817354,0.06609904361349062,74.69284434330875,67.48617479945429,0.17,0.001,265,523,785,1044,1300,1559,1822,2084,2341,2598,2857,3117,3377,3637,3899
3,0,0.00470267345869857,76.88306931734873,69.66920303521852,0.19,0.001,265,523,785,1045,1300,1559,1822,2085,2341,2597,2857,3117,3377,3637,3899
4,0,0,78.05166245326713,70.87763511966416,0.2,0.001,265,523,785,1044,1300,1559,1822,2086,2340,2597,2856,3117,3376,3637,3899
5,0,0,77.61643219624952,70.43459538154883,0.22,0.001,265,523,785,1044,1300,1558,1822,2086,2340,2597,2855,3116,3375,3636,3899
6,0.010695737652701265,0.023572472241478848,76.23118364144032,69.00561146792701,0.23,0.001,265,524,785,1044,1301,1558,1821,2087,2340,2597,2854,3116,3375,3636,3898
7,0.049617701347765,0.06652189520047092,74.71656730396211,67.47089577991203,0.25,0.001,266,524,785,1044,1301,1559,1820,2087,2341,2596,2853,3115,3374,3636,3898
8,0.0758370467668531,0.09363343426021054,73.67871289846885,66.4838774217573,0.27,0.001,266,524,784,1043,1301,1559,1820,2087,2341,2595,2853,3115,3373,3636,3898
9,0.0834884380191161,0.09873348497003331,73.37307346810715,66.29656750753578,0.28,0.001,266,525,784,1043,1302,1559,1819,2087,2340,2595,2852,3115,3373,3635,3898
10,0.07634925594802477,0.08688670874603732,73.65828844760955,66.73086833739315,0.3,0.001,266,525,783,1042,1302,1559,1818,2088,2340,2595,2851,3114,3372,3635,3898
11,0.06546587989746411,0.07143384626354343,74.09097553852291,67.29314368864037,0.31,0.001,266,525,783,1042,1303,1559,1818,2088,2340,2594,2850,3114,3371,3635,3897
12,0.05914609429416462,0.06238075295244794,74.34107353841314,67.62038960138983,0.33,0.001,267,526,783,1041,1303,1559,1817,2088,2340,2594,2850,3114,3371,3635,3897
13,0.061698946171872215,0.06488553835373412,74.24014823109528,67.53000635134354,0.34,0.001,267,526,783,1041,1304,1559,1817,2089,2339,2594,2849,3113,3370,3634,3897
14,0.07298550303046802,0.07864458650182227,73.7922945460771,67.0313556234599,0.36,0.001,267,527,782,1040,1304,1559,1817,2089,2339,2594,2849,3113,3369,3634,3897
15,0.08942986012894494,0.09929566369226117,73.13485844336645,66.27588674670827,0.37,0.001,267,527,782,1040,1305,1559,1817,2089,2339,2594,2848,3112,3368,3634,3896
16,0.10609027859387565,0.12072479812055481,72.46270929437603,65.48274015198585,0.39,0.001,268,528,782,1040,1305,1560,1817,2090,2338,2594,2848,3112,3368,3634,3896
