epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15
0,0.002047946030598723,0.0032502708559046588,-4.3890223483389335e-05,0.0,0.01,0.001,13,25,37,50,62,74,87,99,112,124,136,149,161,173,186
1,0.00951692567160583,0.010834236186348862,-0.004444284978059487,-0.005858262979669071,0.02,0.001,13,25,37,50,62,74,87,99,112,124,136,149,161,173,186
2,0.08661607035296952,0.08234019501625135,0.03339501671711287,0.030839587532758617,0.02,0.001,13,25,37,50,62,75,87,99,112,124,136,149,161,173,186
3,0.0998674858450789,0.09859154929577464,0.028501683497728192,0.026625531407885483,0.03,0.001,13,25,37,50,62,75,87,99,112,124,136,149,161,173,186
4,0.2298518250813155,0.23835319609967498,0.09950177276761651,0.1013728642909868,0.04,0.001,13,25,37,50,62,75,87,99,111,124,136,149,161,173,186
5,0.23117696663052645,0.2611050920910076,0.06386881202885075,0.08114025804549296,0.05,0.001,13,25,37,50,62,75,86,99,111,124,136,149,161,173,186
6,0.23346584748825444,0.26327193932827736,0.049374027819749866,0.06387078779887934,0.05,0.001,13,25,37,50,62,75,86,99,111,124,136,149,161,173,186
7,0.23756173954945187,0.26652221018418204,0.039789154724503506,0.047497755441434863,0.06,0.001,13,25,37,50,62,75,86,99,111,124,136,149,161,173,186
8,0.2384050114444043,0.26652221018418204,0.01920057111808171,0.021067835987962136,0.07,0.001,13,25,37,50,62,74,86,100,111,124,136,148,161,173,186
9,0.2384050114444043,0.26652221018418204,0.005678812274101275,0.006518583527698518,0.07,0.001,13,25,37,50,62,74,86,100,111,124,136,148,161,174,186
10,0.2384050114444043,0.26652221018418204,0.0006459943276736491,0.0005246329568665553,0.08,0.001,13,25,37,50,62,74,86,100,111,124,137,148,161,174,185
11,0.2384050114444043,0.26652221018418204,0.00010355466486910991,0.0,0.09,0.001,13,25,37,50,62,74,86,100,111,124,137,148,161,174,185
12,0.2384050114444043,0.26652221018418204,0.00011308023569545078,0.0,0.09,0.001,13,25,37,50,62,74,86,100,111,124,137,148,161,174,185
13,0.2384050114444043,0.26652221018418204,6.785121046970488e-05,0.0,0.1,0.001,13,25,37,50,62,75,86,100,111,124,137,148,161,174,185
14,0.2384050114444043,0.26652221018418204,6.785121046970488e-05,0.0,0.11,0.001,13,25,37,50,63,75,86,100,111,125,137,148,161,174,185
15,0.2384050114444043,0.26652221018418204,4.523516339993705e-05,0.0,0.11,0.001,13,25,37,50,63,75,86,100,111,125,137,148,161,174,185
16,0.2384050114444043,0.26652221018418204,4.523516339993705e-05,0.0,0.12,0.001,13,25,37,50,63,75,86,100,111,125,137,148,161,174,185
17,0.2384050114444043,0.26652221018418204,4.523516339993705e-05,0.0,0.13,0.001,13,25,37,50,63,75,86,100,111,125,137,148,161,174,185
18,0.2384050114444043,0.26652221018418204,4.523516339993705e-05,0.0,0.13,0.001,13,25,37,50,63,75,86,100,111,125,137,148,161,174,185
19,0.2384050114444043,0.26652221018418204,4.523516339993705e-05,0.0,0.14,0.001,13,25,37,50,63,75,86,100,111,125,137,148,161,174,185
20,0.2384050114444043,0.26652221018418204,4.523516339993705e-05,0.0,0.15,0.001,13,25,37,50,63,75,86,100,111,125,137,148,161,174,185
