epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5
0,0.07890615588483316,0.09967497291440953,0.0002453807058494517,0.00026068379967492117,0.01,0.001,33,66,99,132,165
1,0.21696181182990001,0.21668472372697725,0.07180727955351918,0.06641550189352874,0.02,0.001,33,66,99,132,165
2,0.2380436092037104,0.2221018418201517,0.04739143611771601,0.034989799677608624,0.02,0.001,33,66,99,132,165
3,0.24057342488856764,0.22426868905742145,0.0001348579220775692,0.0,0.03,0.001,33,66,99,132,165
4,0.24057342488856764,0.22426868905742145,4.200130926379497e-05,0.0,0.04,0.001,33,66,99,132,165
5,0.24057342488856764,0.22426868905742145,0.0,0.0,0.04,0.001,33,66,99,132,165
6,0.24057342488856764,0.22426868905742145,0.0,0.0,0.05,0.001,33,66,99,132,165
7,0.24057342488856764,0.22426868905742145,0.0,0.0,0.06,0.001,33,66,99,132,165
8,0.24057342488856764,0.22426868905742145,0.0,0.0,0.06,0.001,33,66,99,132,165
9,0.24057342488856764,0.22426868905742145,0.0,0.0,0.07,0.001,33,66,99,132,165
10,0.24057342488856764,0.22426868905742145,0.0,0.0,0.08,0.001,33,66,99,132,165
11,0.24057342488856764,0.22426868905742145,0.0,0.0,0.08,0.001,33,66,99,132,165
12,0.24057342488856764,0.22426868905742145,0.0,0.0,0.09,0.001,33,66,99,133,165
13,0.24057342488856764,0.22426868905742145,0.0,0.0,0.09,0.001,33,66,99,133,165
14,0.24057342488856764,0.22426868905742145,0.0,0.0,0.1,0.001,33,65,99,133,165
15,0.24057342488856764,0.22426868905742145,0.0,0.0,0.11,0.001,33,65,99,133,165
16,0.24057342488856764,0.22426868905742145,0.0,0.0,0.11,0.001,33,65,99,133,165
17,0.24057342488856764,0.22426868905742145,0.0,0.0,0.12,0.001,33,65,99,133,164
18,0.24057342488856764,0.22426868905742145,0.0,0.0,0.13,0.001,33,65,99,133,164
19,0.24057342488856764,0.22426868905742145,0.0,0.0,0.13,0.001,33,65,99,133,164
20,0.24057342488856764,0.22426868905742145,0.0,0.0,0.14,0.001,33,65,99,133,164
21,0.24057342488856764,0.22426868905742145,0.0,0.0,0.14,0.001,33,65,99,133,164
22,0.24057342488856764,0.22426868905742145,0.0,0.0,0.15,0.001,33,65,99,133,164
23,0.24057342488856764,0.22426868905742145,0.0,0.0,0.16,0.001,32,65,99,133,164
24,0.24057342488856764,0.22426868905742145,0.0,0.0,0.16,0.001,32,65,99,133,164
25,0.24057342488856764,0.22426868905742145,0.0,0.0,0.17,0.001,32,65,99,133,164
