epoch,train_accuracy,validation_accuracy,train_kappa,validation_kappa,time,lr,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10
0,0.018518518518518517,0.017628205128205128,-0.0007746165777260394,-0.0012328519713853403,0.01,0.001,12,24,35,47,59,71,83,94,106,118
1,0.08814102564102565,0.09134615384615384,-0.07362879133616862,-0.0674486803519061,0.01,0.001,12,24,36,47,59,71,83,94,106,118
2,0.34935897435897434,0.3541666666666667,-0.016521443637447897,-0.0006924050330681109,0.02,0.001,12,24,36,47,59,71,83,94,106,118
3,0.3733974358974359,0.36698717948717946,0.0,0.0,0.02,0.001,12,24,36,47,59,71,83,94,106,118
4,0.3733974358974359,0.36698717948717946,0.0,0.0,0.03,0.001,12,24,36,47,59,71,83,94,106,118
5,0.3733974358974359,0.36698717948717946,0.0,0.0,0.03,0.001,12,24,36,47,59,71,83,94,106,118
6,0.3733974358974359,0.36698717948717946,0.0,0.0,0.04,0.001,12,24,36,47,59,71,83,94,106,118
7,0.3733974358974359,0.36698717948717946,0.0,0.0,0.04,0.001,12,24,36,47,59,71,83,94,106,118
8,0.3733974358974359,0.36698717948717946,0.0,0.0,0.05,0.001,12,24,36,47,59,71,83,94,106,118
9,0.3733974358974359,0.36698717948717946,0.0,0.0,0.05,0.001,12,24,36,47,59,71,83,94,106,118
10,0.3733974358974359,0.36698717948717946,0.0,0.0,0.06,0.001,12,23,36,47,59,71,83,94,106,118
11,0.3733974358974359,0.36698717948717946,0.0,0.0,0.06,0.001,12,23,36,47,59,71,83,94,106,118
12,0.3733974358974359,0.36698717948717946,0.0,0.0,0.07,0.001,12,23,36,47,59,71,83,94,106,118
13,0.3733974358974359,0.36698717948717946,0.0,0.0,0.08,0.001,12,23,36,47,59,71,83,94,106,118
14,0.3733974358974359,0.36698717948717946,0.0,0.0,0.08,0.001,12,23,36,47,59,71,83,94,106,118
15,0.3733974358974359,0.36698717948717946,0.0,0.0,0.09,0.001,12,23,36,47,58,71,83,94,106,118
16,0.3733974358974359,0.36698717948717946,0.0,0.0,0.09,0.001,12,24,36,47,58,71,83,94,106,118
17,0.3733974358974359,0.36698717948717946,0.0,0.0,0.1,0.001,12,24,36,47,58,71,83,94,106,118
18,0.3733974358974359,0.36698717948717946,0.0,0.0,0.1,0.001,12,24,36,47,58,71,83,94,106,118
19,0.3733974358974359,0.36698717948717946,0.0,0.0,0.11,0.001,12,24,36,47,58,71,83,94,106,118
