dataset,target_size,fold,algorithm,repeat,time,metric1,metric2,selected_features
ghisaconus,5,0,bsdr,0,2.110339,0.659942363112392,0.5215079522746661,19-49-71-91-108
ghisaconus,5,1,bsdr,0,1.330093,0.6484149855907781,0.5058307166119976,19-42-62-90-109
ghisaconus,5,2,bsdr,0,1.326385,0.69164265129683,0.5727584461014452,19-42-62-90-108
ghisaconus,5,3,bsdr,0,1.337266,0.6368876080691642,0.500422770172993,19-42-62-90-108
ghisaconus,5,4,bsdr,0,1.338831,0.6080691642651297,0.44995104666884245,19-42-62-90-108
ghisaconus,5,5,bsdr,0,1.329879,0.659942363112392,0.5275806767966956,19-42-62-90-108
ghisaconus,5,6,bsdr,0,1.333017,0.6455331412103746,0.5007836623935622,19-42-62-90-108
ghisaconus,5,7,bsdr,0,1.334798,0.7319884726224783,0.616670230204547,19-42-62-90-109
ghisaconus,5,8,bsdr,0,1.339966,0.7060518731988472,0.588991464901585,19-42-62-90-109
ghisaconus,5,9,bsdr,0,1.334693,0.6340057636887608,0.49551251230624804,19-42-62-90-109
ghisaconus,10,0,bsdr,0,1.333239,0.7435158501440923,0.6368542972378679,18-23-38-47-58-77-89-91-106-117
ghisaconus,10,1,bsdr,0,1.335615,0.7031700288184438,0.5862783456227065,18-23-38-47-58-77-89-91-108-117
ghisaconus,10,2,bsdr,0,1.330334,0.6657060518731989,0.5381455601069383,18-23-37-47-58-77-89-91-107-117
ghisaconus,10,3,bsdr,0,1.323461,0.6657060518731989,0.5394086415232515,18-23-37-47-58-77-90-91-108-117
ghisaconus,10,4,bsdr,0,1.332089,0.6484149855907781,0.5100911910382817,18-23-37-47-58-77-89-91-106-117
ghisaconus,10,5,bsdr,0,1.321801,0.6455331412103746,0.5075231347933445,18-23-37-47-58-77-89-91-107-117
ghisaconus,10,6,bsdr,0,1.319477,0.6455331412103746,0.49666257842351047,18-23-37-47-58-77-89-91-107-117
ghisaconus,10,7,bsdr,0,1.331649,0.7002881844380403,0.5710448116010935,17-23-37-47-58-77-89-91-106-117
ghisaconus,10,8,bsdr,0,1.321837,0.69164265129683,0.5727141952931699,18-23-38-47-58-77-89-91-106-117
ghisaconus,10,9,bsdr,0,1.331196,0.6945244956772334,0.5718841659295126,17-23-34-47-58-77-89-91-106-117
ghisaconus,15,0,bsdr,0,1.330317,0.7665706051873199,0.6694149749476606,12-18-25-28-44-47-62-71-89-90-91-106-110-117
ghisaconus,15,1,bsdr,0,1.327945,0.7435158501440923,0.6406111809337616,12-18-25-28-44-47-62-63-70-86-90-91-107-115-118
ghisaconus,15,2,bsdr,0,1.328723,0.7031700288184438,0.588928760380006,12-17-25-28-32-47-62-71-86-90-91-107-115-118
ghisaconus,15,3,bsdr,0,1.31659,0.6685878962536023,0.5410739134934965,12-18-25-28-44-47-63-71-89-90-91-107-110-117
ghisaconus,15,4,bsdr,0,1.319801,0.7060518731988472,0.5897489394255512,12-18-25-28-44-47-62-63-71-89-90-91-106-110-118
ghisaconus,15,5,bsdr,0,1.321477,0.6974063400576369,0.5828037511593556,12-17-25-28-32-47-62-63-71-89-90-91-106-110-117
